id,comb,user,data,descrip,cite,query,topics
57,Saga references to timber and/or woodland,Adam Brin,sagas,"Saga anecdotes involving timber (i.e. driftwood or imported) and/or woodland give insight into land management, power and legal relations.",,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : { ""$regex"" : ""coast"", ""$options"" : ""m"" } }, { ""properties."" : ""wood"" }] }] }, Fields: { }, Sort: { }","managed landscape area , boat , building , beach , Power , place of worship , trees , legal power , charcoal pit , woodland management , land management , Wood and trees , Dry dead wood , travel "
60,test bay,Adam Brin,sagas,test,,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$and"" : [{ ""properties."" : ""bay"" }] }] }, Fields: { }, Sort: { }","fishing , salty areas "
90,Activities: travel,Trausti Dagsson,sagas,Activities: travel,,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties.concept"" : ""Activities: travel"" }] }] }, Fields: { }, Sort: { }",travel 
77,Saga references to agricultural buildings or structures,Emily Lethbridge,sagas,"Saga references to agricultural buildings or structures give insights into land management and, by extension, power, wealth, and legal disputes",TBA,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$and"" : [{ ""properties."" : ""farm"" }, { ""properties."" : ""field"" }, { ""properties."" : ""sheepfold"" }, { ""properties."" : ""shieling"" }, { ""properties."" : ""wood"" }] }] }, Fields: { }, Sort: { }","animal , agricultural landscape , field boundary , coop , barn , stable , milking pen , byre , outhouse , grain store , shieling shed , charcoal pit , cultivation / farming , production "
58,Saga references to livestock ,Adam Brin,sagas,"Saga references to livestock give insight into land management, power, wealth, and legal disputes",,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : ""farm"" }, { ""properties."" : ""field"" }, { ""properties."" : ""sheepfold"" }, { ""properties."" : ""shieling"" }] }] }, Fields: { }, Sort: { }","animal , managed landscape area , agricultural landscape , pasture , infield area , coop , barn , milking pen , byre , hay rick , farm , livestock , Power , shieling shed , butchery , animal husbandry , milking , cultivation / farming , grazing , herding "
78,Saga references to agricultural activities,Emily Lethbridge,sagas,"Saga references to agricultural buildings or structures give insights into land management and, by extension, power, wealth, and legal disputes",TBA,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$and"" : [{ ""properties."" : ""farm"" }, { ""properties."" : ""field"" }, { ""properties."" : ""heath"" }, { ""properties."" : ""sheepfold"" }, { ""properties."" : ""shieling"" }, { ""properties."" : ""wood"" }] }] }, Fields: { }, Sort: { }","animal , managed landscape area , domestic animal , landscape change , land degredation , animal husbandry , milking , shearing , crops , cultivation / farming , grazing , herding "
79,Travel (domestic/in Iceland) in the sagas,Emily Lethbridge,sagas,"Travel in the sagas connects places locally and nationally and is undertaken for e.g. agricultural, political, economic, and religious reasons",TBA,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$and"" : [{ ""properties.source"" : ""sagas"" }, { ""properties."" : ""road"" }, { ""properties."" : ""ford"" }] }] }, Fields: { }, Sort: { }","Social Obligation , place of worship , animal husbandry , socializing , local assembly , assembly site , travel "
88,Activities: travel,Trausti Dagsson,sagas,Activities: travel,,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties.concept"" : ""Activities: travel "" }, { ""properties.concept"" : ""Activities: travels"" }, { ""properties.concept"" : ""Activities: travel"" }] }] }, Fields: { }, Sort: { }",travel 
56,Government and Power,Colleen Strawhacker,sagas,Government Mentions Within the Sagas,Colleen Knows Nothing,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : ""assembly site"" }, { ""properties."" : ""royal court"" }] }] }, Fields: { }, Sort: { }","administrative unit , Power , legal power , meeting , local assembly "
59,Maritime travel in sagas,Adam Brin,sagas,"Maritime travel references in sagas are indicators for fishing, trade, wealth, power relations, exploration, migration of people",,"Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : ""bay"" }, { ""properties."" : ""coast"" }, { ""properties."" : ""estuary"" }, { ""properties."" : ""fjord"" }, { ""properties."" : ""harbour"" }] }] }, Fields: { }, Sort: { }","fish , boat , coastal ocean , deep ocean , beach , Power , weather , fishing , exchange , resources , travel , exploration "
83,Saga references to wetlands,Rachel Opitz,sagas,"Saga references to wetlands give insights into unmanaged areas and, by extension, areas exploited for various resources or having specific social meaning","Amorosi, T., Buckland, P. C., Olafsson, G., Sadler, J. P., & Skidmore, P. (1992). Site status and the palaeoecological record: A discussion of the results from Bessastadir, Iceland. The Archaeology of the Norse North Atlantic. Archetype Publications, Glasglow, UK, 169-192.  Huijbens, E. H., & Pálsson, G. (2009). The bog in our brain and bowels: social attitudes to the cartography of Icelandic wetlands. Environment and Planning D: Society and Space, 27(2), 296-316.  Zutter, C. M. (1992). Icelandic plant and land-use patterns: Archaeobotanical analysis of the Svalbard midden (6706-60), northeastern Iceland. Norse and Later Settlement and Subsistence in the North Atlantic. Archetype Publications, University of Glasgow, Department of Archaeology, 139-148.","Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : ""bog"" }, { ""properties."" : ""estuary"" }, { ""properties."" : ""gully"" }, { ""properties."" : ""heath"" }] }] }, Fields: { }, Sort: { }","haunted place , fish , shared spaces , unmanaged landscape area , avian , moorland , heathland , plants , folk tale , fishing , gathering , wild animal , seasonality , managed peatland , unmanaged peatland , Wetlands and marshes , Heathland and moorland , salty areas , production "
52,Saga evidence for coastal activity and/or resources,Emily Lethbridge,sagas,This combinator pulls together evidence for engagement with marine animals and environments in the saga corpus. Whales appear in the sagas as a high-value resource and often feuds arise over whose property a beached whale (for example) is. ,"Vicky Szabo, Monstrous Fishes and the Mead-Dark Sea: Whaling in the Medieval North Atlantic (Brill, 2008)","Query: { ""$and"" : [{ ""source"" : ""sagas"" }, { ""$or"" : [{ ""properties."" : ""bay"" }, { ""properties."" : ""coast"" }] }] }, Fields: { }, Sort: { }","humans , whale / dolphin , sea , fishing , Aquatics , resources "
118,Woodland claims,Gísli Pálsson,farms2,Evidence for woodland claims from jarðabók and church registers,"Árni Daníel Júlíusson, Birna Lárusdottir,Gavin Lucas, Gísli Pálsson (2019). Episcopal Economics: Property and Power in Post-Reformation Iceland. Scandinavian Journal of History ","Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.relationships.lookup_resource_en"" : ""woodland"" }] }] }, Fields: { }, Sort: { }","managed forest , woodland management , exchange "
70,Driftwood and beached whale claims,Gísli Pálsson,farms2,A list of farms that have claims on the driftwood and/or beached whales that land on the shores of another farm,jardabok.com,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$or"" : [{ ""properties.relationships.lookup_resource_en"" : ""beached whale"" }, { ""properties.relationships.lookup_resource_en"" : ""driftwood"" }] }] }, Fields: { }, Sort: { }","coastal ocean , beach , whale / dolphin , gathering , consumption "
65,Farmsteads with above average historical value,Gísli Pálsson,farms2,The mean value of a farm in Iceland was set to 20 during the 12-13 centuries for tithing purposes. ,Colleen knows a thing or two,"Query: { }, Fields: { }, Sort: { }","built environment , farm , landscape change , land degredation , cultivation / farming "
67,Church and Farms,Gísli Pálsson,farms2,Church Presence in Icelandic Farms,jardabok,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$or"" : [{ ""properties.entity_type_alias"" : ""bishop"" }, { ""properties.entity_type_alias"" : ""church"" }] }] }, Fields: { }, Sort: { }","church farm , Ecclesiastical Power , bishop's church , place of worship , religious group "
72,Settlement Age farmsteads,Gísli Pálsson,farms2,"Farmsteads established in the Settlement age, 870s-1000",GP knows nothing,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.start_date"" : { ""$lt"" : 1000.0 } }] }] }, Fields: { }, Sort: { }","Historical Chronology , exploration "
66,Diocese properties,Gísli Pálsson,farms2,"A selection of farms owned by the two bishoprics, Skálholt and Hólar",ibid.,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.entity_type_alias"" : ""bishop"" }] }] }, Fields: { }, Sort: { }","territory , Ecclesiastical Power "
86,fodder productivity == 2,Adam Brin,farms2,fodder productivity == 2,,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.fodder_productivity"" : 2.0 }] }] }, Fields: { }, Sort: { }",farm 
82,Monastery as a place of production,Rachel Opitz,farms2,We associate Monastery farms with a variety of production activities. ,"Harrison, R., Roberts, H. M., & Adderley, W. P. (2008). Gásir in Eyjafjör?ur: International Exchange and Local Economy in Medieval Iceland. Journal of the North Atlantic, 1(1), 99-119.  Júlíusson, Á. D. (2007). Peasants, aristocracy and state power in Iceland 1400-1650. The Centre for Agrarian Historical Dynamics (CAHD) Papers, 2.","Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.relationships.description"" : { ""$regex"" : ""Monastery"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }","agricultural landscape , domestic animal , Financial Obligation , improved land , tithe , resources "
68,Rich and Fertile Farms,Gísli Pálsson,farms2,Rich and Fertile Farms,Colleen knows nothing!,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.1861_adjusted_value"" : { ""$gt"" : 20.0 } }, { ""properties.fodder_productivity"" : { ""$gt"" : 5.0 } }] }] }, Fields: { }, Sort: { }","agricultural landscape , domestic animal , cultivation / farming "
71,Low productivity farms,Gísli Pálsson,farms2,"Low productivity farms, farms that are valued at less than 25% the national average",The 1861 land census re-evaluating farm value,"Query: { ""$and"" : [{ ""source"" : ""farms2"" }, { ""$and"" : [{ ""properties.relationships.1861_historic_value"" : { ""$lt"" : 5.0 } }] }] }, Fields: { }, Sort: { }","agricultural landscape , cultivation / farming "
150,Artefactual evidence for personal ornamentation,Gísli Pálsson,excav_finds_units,Artefactual evidence for personal ornamentation,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Buckle"" }, { ""properties."" : ""Brooch"" }, { ""properties."" : ""Mirror"" }, { ""properties."" : ""Ring"" }, { ""properties."" : ""Necklace"" }] }] }, Fields: { }, Sort: { }","humans , gender "
151,Finds from building contexts,Gísli Pálsson,excav_finds_units,Finds from building contexts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Construction"" }, { ""properties."" : ""Building"" }, { ""properties."" : ""Collapse"" }] }] }, Fields: { }, Sort: { }","humans , building , production , socializing "
152,Leather artefacts,Gísli Pálsson,excav_finds_units,Leather artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Leather"" }] }] }, Fields: { }, Sort: { }","humans , animal , butchery , animal husbandry "
121,Artefactual evidence for grain grinding,Gísli Pálsson,excav_finds_units,"Evidence for grain grinding, usually associated with flour production and bread making",,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Quernstone"" }] }] }, Fields: { }, Sort: { }","plants , food preparation , resources , production "
148,Plastic finds,Gísli Pálsson,excav_finds_units,Plastic finds,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Plastic"" }] }] }, Fields: { }, Sort: { }","humans , production "
145,Bone finds,Gísli Pálsson,excav_finds_units,Bone finds. These are all finds made of bone recorded in the artefact database Grefill.  Some are unworked; the results would improve by adding a 'Does not contain' option to the query tool.,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Bone"" }] }] }, Fields: { }, Sort: { }","humans , sheep , animal , bone , butchery , production "
142,Metal artefacts,Gísli Pálsson,excav_finds_units,Metal artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Metal"" }, { ""properties."" : ""Iron"" }, { ""properties."" : ""Copper alloy"" }] }] }, Fields: { }, Sort: { }","humans , metal vessel , production "
143,Ceramic artefacts,Gísli Pálsson,excav_finds_units,Ceramic artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Ceramic"" }] }] }, Fields: { }, Sort: { }","ceramic vessel , production "
147,Stone and other mineral finds,Gísli Pálsson,excav_finds_units,Stone and other mineral finds,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Schist"" }, { ""properties."" : ""Steatite"" }, { ""properties."" : ""Stone"" }, { ""properties."" : ""Mineral"" }, { ""properties."" : ""Basalt"" }] }] }, Fields: { }, Sort: { }","humans , production "
141,Woolen artefacts,Gísli Pálsson,excav_finds_units,Woolen artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : { ""$regex"" : ""Wool"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }","wool , humans , sheep , animal , animal husbandry , shearing , production "
120,Artefactual evidence for woolworking,Gísli Pálsson,excav_finds_units,Evidence for woolworking from artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Loomweight"" }, { ""properties."" : ""Spindle Whorl"" }] }] }, Fields: { }, Sort: { }","wool , sheep , shearing , production "
146,Feather artefacts,Gísli Pálsson,excav_finds_units,Feather artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Feather"" }] }] }, Fields: { }, Sort: { }","humans , avian , butchery , production "
124,Artefactual evidence for arms,Gísli Pálsson,excav_finds_units,Artefactual evidence for arms. Weapons are often found in Viking Age burials.,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Spear"" }, { ""properties."" : ""Sword"" }, { ""properties."" : ""Scabbard"" }] }] }, Fields: { }, Sort: { }","Power , dead human , burial "
131,Artefactual evidence for gaming and play,Gísli Pálsson,excav_finds_units,Artefactual evidence for gaming and play,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Gaming Piece"" }, { ""properties."" : ""Doll"" }] }] }, Fields: { }, Sort: { }","humans , socializing , meeting "
133,Artefacts from excavations of Viking Age sites,Gísli Pálsson,excav_finds_units,Artefacts from excavations of Viking Age sites,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : { ""$regex"" : ""Viking"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }","humans , saga narrative "
128,Artefactual evidence for writing,Gísli Pálsson,excav_finds_units,Artefactual evidence for writing,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Writing implement"" }, { ""properties."" : ""Inkwell"" }] }] }, Fields: { }, Sort: { }","humans , Power , Ecclesiastical Power , stories , written work , recording "
129,Artefactual evidence for cultivation,Gísli Pálsson,excav_finds_units,Artefactual evidence for cultivation,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Awl"" }, { ""properties."" : ""Scythe"" }] }] }, Fields: { }, Sort: { }","humans , agricultural landscape , grasses , cultivation / farming "
135,Artefacts from midden excavations,Gísli Pálsson,excav_finds_units,Artefacts from midden excavations,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Skútustaðir"" }, { ""properties."" : ""Eyri"" }] }] }, Fields: { }, Sort: { }","humans , midden assemblage , consumption "
123,Artefactual evidence for metalworking,Gísli Pálsson,excav_finds_units,Artefactual evidence for metalworking,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Metalworking Waste"" }, { ""properties."" : ""Slag"" }] }] }, Fields: { }, Sort: { }","things , resources , production "
119,Archaeological Excavation Evidence for Burials,Rachel Opitz,excav_finds_units,Unit and Find descriptions commonly associated with burial evidence.,Excavation Descriptive Practice ,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : { ""$regex"" : ""Lining"", ""$options"" : ""m"" } }, { ""properties."" : { ""$regex"" : ""Gravestone"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }",burial 
149,Silver artefacts,Gísli Pálsson,excav_finds_units,Silver artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Silver"" }] }] }, Fields: { }, Sort: { }","humans , production "
132,Artefacts from burial excavations,Gísli Pálsson,excav_finds_units,Artefacts from burial excavations,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : { ""$regex"" : ""Excavations of the Viking Age burial field"", ""$options"" : ""m"" } }, { ""properties."" : ""Dysnes"" }, { ""properties."" : ""Ingiríðastaðir"" }, { ""properties."" : ""Litlu-Núpar"" }] }] }, Fields: { }, Sort: { }","humans , cemetery , interred object , burial "
144,Glass artefacts,Gísli Pálsson,excav_finds_units,Glass artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Glass"" }] }] }, Fields: { }, Sort: { }","humans , production "
136,Artefacts from domestic house excavations,Gísli Pálsson,excav_finds_units,Artefacts from domestic house excavations,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Sveigakot"" }, { ""properties."" : ""Hornbrekka"" }] }] }, Fields: { }, Sort: { }","humans , built environment , building , farm , independent farm , tenant farm , church farm , family , socializing , communal building "
122,Artefactual evidence for fishing,Gísli Pálsson,excav_finds_units,Artefactual evidence for fishing,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Fish Hammer"" }, { ""properties."" : ""Fish hook"" }, { ""properties."" : ""Net Sinker"" }] }] }, Fields: { }, Sort: { }","fish , port , still water , sea , fishing , Aquatics "
139,Artefacts from horse burials,Gísli Pálsson,excav_finds_units,Finds from horse burials,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties.unit_description"" : { ""$regex"" : ""horse"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }","humans , horse , interred animal , burial "
125,Artefactual evidence for equestrianism.,Gísli Pálsson,excav_finds_units,Artefactual evidence for equestrianism. Horses are often found in Viking Age burials.,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Horseshoe"" }, { ""properties."" : ""Bridle attachment link"" }, { ""properties."" : ""Stirrup"" }] }] }, Fields: { }, Sort: { }","animal , horse , animal husbandry , burial "
140,Wooden artefacts,Gísli Pálsson,excav_finds_units,Wooden artefacts,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Wood"" }] }] }, Fields: { }, Sort: { }","humans , wood , woodland management , Wood and trees , production "
134,Artefacts from excavations of church structures and church farms,Gísli Pálsson,excav_finds_units,Artefacts from excavations of church structures and church farms,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$and"" : [{ ""properties."" : ""Skálholt"" }, { ""properties."" : ""Neðri-Ás"" }] }] }, Fields: { }, Sort: { }","church farm , Ecclesiastical Power , whole church , half church , bishop's church "
130,Artefactual evidence for food preparation and consumption,Gísli Pálsson,excav_finds_units,Artefactual evidence for food preparation and consumption,,"Query: { ""$and"" : [{ ""source"" : ""excav_finds_units"" }, { ""$or"" : [{ ""properties."" : ""Cauldron"" }, { ""properties."" : ""Cutlery"" }, { ""properties."" : ""Stove"" }, { ""properties."" : ""Spoon"" }, { ""properties."" : ""Baking Plate"" }] }] }, Fields: { }, Sort: { }","humans , food preparation , consumption , health , food "
7,Dogs,Adam Brin,nabone_svk,chewed by dogs,,"Query: { ""$and"" : [{ ""source"" : ""nabone_svk"" }, { ""$and"" : [{ ""properties.data.gnaw"" : ""Dog/canine"" }] }] }, Fields: { }, Sort: { }",
51,ship test,Adam Brin,viga,zcv,why,"Query: { ""$and"" : [{ ""source"" : ""viga"" }, { ""$and"" : [{ ""properties.concept"" : { ""$regex"" : ""Ship: Travel"", ""$options"" : ""m"" } }] }] }, Fields: { }, Sort: { }","boat , sea "
87,Travel test,Trausti Dagsson,viga,Travel test,,"Query: { ""$and"" : [{ ""source"" : ""viga"" }, { ""$and"" : [{ ""properties.concept"" : ""Activities: travel"" }] }] }, Fields: { }, Sort: { }",travel 
49,test,Deidre Whitmore,viga,kiu,testing,"Query: { ""$and"" : [{ ""source"" : ""viga"" }, { ""$and"" : [{ ""properties.text"" : ""En þá er kristni kom út hingað tók Glúmur skírn og lifði þrjá vetur síðan og var biskupaður í banas"" }] }] }, Fields: { }, Sort: { }",barn 
55,Tephrochronology: Colonisation,Anthony Newton,teph,"Initial settlement period. This age range covers the classic colonisation period for Iceland, up until the decade of the formation of the Alþing in 930AD. Tephra layers can be used to date this period across Iceland",,"Query: { ""$and"" : [{ ""source"" : ""teph"" }, { ""$and"" : [{ ""properties.tephra.tephrayear"" : { ""$gt"" : 871.0 } }, { ""properties.tephra.tephrayear"" : { ""$lt"" : 935.0 } }] }] }, Fields: { }, Sort: { }",tephrachronology 
76,Tephrochronology-  Little Ice Age,Anthony Newton,teph,Tephra layers between these two dates cover the classic Little Ice Age period. Although this was a not continuous period of cold and the climate deterioration began earlier.,,"Query: { ""$and"" : [{ ""source"" : ""teph"" }, { ""$and"" : [{ ""properties.tephra.tephrayear"" : { ""$lt"" : 1845.0 } }, { ""properties.tephra.tephrayear"" : { ""$gt"" : 1500.0 } }] }] }, Fields: { }, Sort: { }","modeled climatic systems , natural change , precipitation , temperature , storminess , tephrachronology , Historical Chronology , sea ice , Little Ice Age , glacier "
54,Tephrochronology: Viking Period,Anthony Newton,teph,Tephra layers that be used to date the Viking Period (from settlement to the end of the 11th century,,"Query: { ""$and"" : [{ ""source"" : ""teph"" }, { ""$and"" : [{ ""properties.tephra.tephrayear"" : { ""$gt"" : 871.0 } }, { ""properties.tephra.tephrayear"" : { ""$lt"" : 1104.0 } }] }] }, Fields: { }, Sort: { }","agricultural landscape , building , erosion , land degredation , human induced change , soil accumulation , charcoal pit , tephra , tephrachronology , burial "
53,Tephrochronology: Historic Tephra Layers,Anthony Newton,teph,"The Landnám Tephra Layer (LTL) is dated to the 870s and coincides with the beginning of Icelandic settlement. All tephra layers younger than this were deposited after the Norse settlement and can be used to study settlement, landscape impacts, erosion and natural processes, as well as for dating archaeological sites and deposits.","Historic tephra layers (i.e. those deposited) post-settlement can be used to date archaeology, landscape change, soil erosion, land degradation.","Query: { ""$and"" : [{ ""source"" : ""teph"" }, { ""$and"" : [{ ""properties.tephra.tephrayear"" : { ""$gt"" : 871.0 } }] }] }, Fields: { }, Sort: { }","agricultural landscape , landscape change , erosion , land degredation , human induced change , soil accumulation , natural change , slope stability , woodland decline , volcanic activity , tephrachronology , Historical Chronology , charcoal pits "
